time_s,channel,signal_uv,positive_attribution,seizure_state,sampling_rate_hz,onset_s,offset_s,status,random_seed
1.74000,F3,2.54194,0.011361,non-ictal,200,0.68,1.36,SIMULATED,40404
1.74500,F3,0.99562,0.013222,non-ictal,200,0.68,1.36,SIMULATED,40404
1.75000,F3,-4.08776,0.017346,non-ictal,200,0.68,1.36,SIMULATED,40404
1.75500,F3,-4.92310,0.013071,non-ictal,200,0.68,1.36,SIMULATED,40404
1.76000,F3,-4.73034,0.006729,non-ictal,200,0.68,1.36,SIMULATED,40404
1.76500,F3,-5.09683,0.006729,non-ictal,200,0.68,1.36,SIMULATED,40404
1.77000,F3,-5.25241,0.004868,non-ictal,200,0.68,1.36,SIMULATED,40404
1.77500,F3,-6.46581,0.002175,non-ictal,200,0.68,1.36,SIMULATED,40404
1.78000,F3,-5.82919,0.005492,non-ictal,200,0.68,1.36,SIMULATED,40404
1.78500,F3,-7.02750,0.005492,non-ictal,200,0.68,1.36,SIMULATED,40404
1.79000,F3,-2.56728,0.006429,non-ictal,200,0.68,1.36,SIMULATED,40404
1.79500,F3,-8.32083,0.006810,non-ictal,200,0.68,1.36,SIMULATED,40404
1.80000,F3,-2.00823,0.004635,non-ictal,200,0.68,1.36,SIMULATED,40404
1.80500,F3,-2.21880,0.001319,non-ictal,200,0.68,1.36,SIMULATED,40404
1.81000,F3,0.32900,0.001319,non-ictal,200,0.68,1.36,SIMULATED,40404
1.81500,F3,-6.03757,0.000381,non-ictal,200,0.68,1.36,SIMULATED,40404
1.82000,F3,-6.45636,0.001334,non-ictal,200,0.68,1.36,SIMULATED,40404
1.82500,F3,-6.17662,0.001459,non-ictal,200,0.68,1.36,SIMULATED,40404
1.83000,F3,-3.88636,0.002791,non-ictal,200,0.68,1.36,SIMULATED,40404
1.83500,F3,-2.02135,0.008404,non-ictal,200,0.68,1.36,SIMULATED,40404
1.84000,F3,2.01675,0.008404,non-ictal,200,0.68,1.36,SIMULATED,40404
1.84500,F3,1.54670,0.008246,non-ictal,200,0.68,1.36,SIMULATED,40404
1.85000,F3,0.73645,0.009358,non-ictal,200,0.68,1.36,SIMULATED,40404
1.85500,F3,2.37055,0.008026,non-ictal,200,0.68,1.36,SIMULATED,40404
1.86000,F3,2.11569,0.004468,non-ictal,200,0.68,1.36,SIMULATED,40404
1.86500,F3,-2.66008,0.004468,non-ictal,200,0.68,1.36,SIMULATED,40404
1.87000,F3,-2.94827,0.003293,non-ictal,200,0.68,1.36,SIMULATED,40404
1.87500,F3,-1.26175,0.002056,non-ictal,200,0.68,1.36,SIMULATED,40404
1.88000,F3,7.08979,0.002056,non-ictal,200,0.68,1.36,SIMULATED,40404
1.88500,F3,3.62961,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
1.89000,F3,2.63914,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
1.89500,F3,3.08422,0.000234,non-ictal,200,0.68,1.36,SIMULATED,40404
1.90000,F3,12.29365,0.006379,non-ictal,200,0.68,1.36,SIMULATED,40404
1.90500,F3,13.21152,0.010472,non-ictal,200,0.68,1.36,SIMULATED,40404
1.91000,F3,7.47535,0.015509,non-ictal,200,0.68,1.36,SIMULATED,40404
1.91500,F3,0.88881,0.020260,non-ictal,200,0.68,1.36,SIMULATED,40404
1.92000,F3,-1.54589,0.026007,non-ictal,200,0.68,1.36,SIMULATED,40404
1.92500,F3,-1.34167,0.019862,non-ictal,200,0.68,1.36,SIMULATED,40404
1.93000,F3,-1.80034,0.016997,non-ictal,200,0.68,1.36,SIMULATED,40404
1.93500,F3,4.70855,0.016561,non-ictal,200,0.68,1.36,SIMULATED,40404
1.94000,F3,5.35099,0.013791,non-ictal,200,0.68,1.36,SIMULATED,40404
1.94500,F3,6.14955,0.008586,non-ictal,200,0.68,1.36,SIMULATED,40404
1.95000,F3,-0.95720,0.017249,non-ictal,200,0.68,1.36,SIMULATED,40404
1.95500,F3,-8.10352,0.016021,non-ictal,200,0.68,1.36,SIMULATED,40404
1.96000,F3,-11.23708,0.011420,non-ictal,200,0.68,1.36,SIMULATED,40404
1.96500,F3,-4.65939,0.012600,non-ictal,200,0.68,1.36,SIMULATED,40404
1.97000,F3,0.74040,0.013730,non-ictal,200,0.68,1.36,SIMULATED,40404
1.97500,F3,4.89113,0.005067,non-ictal,200,0.68,1.36,SIMULATED,40404
1.98000,F3,-4.90555,0.005067,non-ictal,200,0.68,1.36,SIMULATED,40404
1.98500,F3,-6.48349,0.005067,non-ictal,200,0.68,1.36,SIMULATED,40404
1.99000,F3,-12.40006,0.001907,non-ictal,200,0.68,1.36,SIMULATED,40404
1.99500,F3,-5.89309,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
2.00000,F3,-4.42487,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
0.00000,C3,3.17368,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
0.00500,C3,6.12121,0.001378,non-ictal,200,0.68,1.36,SIMULATED,40404
0.01000,C3,4.19370,0.002373,non-ictal,200,0.68,1.36,SIMULATED,40404
0.01500,C3,5.85820,0.003861,non-ictal,200,0.68,1.36,SIMULATED,40404
0.02000,C3,0.07262,0.003861,non-ictal,200,0.68,1.36,SIMULATED,40404
0.02500,C3,-2.03154,0.003861,non-ictal,200,0.68,1.36,SIMULATED,40404
0.03000,C3,-1.02737,0.006254,non-ictal,200,0.68,1.36,SIMULATED,40404
0.03500,C3,0.24383,0.005259,non-ictal,200,0.68,1.36,SIMULATED,40404
0.04000,C3,4.84330,0.004510,non-ictal,200,0.68,1.36,SIMULATED,40404
0.04500,C3,3.82543,0.005488,non-ictal,200,0.68,1.36,SIMULATED,40404
0.05000,C3,5.81627,0.005488,non-ictal,200,0.68,1.36,SIMULATED,40404
0.05500,C3,-2.66225,0.001717,non-ictal,200,0.68,1.36,SIMULATED,40404
0.06000,C3,-3.46928,0.001717,non-ictal,200,0.68,1.36,SIMULATED,40404
0.06500,C3,-3.22053,0.004061,non-ictal,200,0.68,1.36,SIMULATED,40404
0.07000,C3,0.58226,0.003084,non-ictal,200,0.68,1.36,SIMULATED,40404
0.07500,C3,0.25537,0.004205,non-ictal,200,0.68,1.36,SIMULATED,40404
0.08000,C3,-6.54459,0.010309,non-ictal,200,0.68,1.36,SIMULATED,40404
0.08500,C3,-8.28918,0.010309,non-ictal,200,0.68,1.36,SIMULATED,40404
0.09000,C3,-13.16386,0.008431,non-ictal,200,0.68,1.36,SIMULATED,40404
0.09500,C3,-13.05238,0.009160,non-ictal,200,0.68,1.36,SIMULATED,40404
0.10000,C3,-10.14920,0.008038,non-ictal,200,0.68,1.36,SIMULATED,40404
0.10500,C3,-4.88139,0.002328,non-ictal,200,0.68,1.36,SIMULATED,40404
0.11000,C3,-4.13524,0.002328,non-ictal,200,0.68,1.36,SIMULATED,40404
0.11500,C3,-4.73454,0.002165,non-ictal,200,0.68,1.36,SIMULATED,40404
0.12000,C3,-9.25810,0.001437,non-ictal,200,0.68,1.36,SIMULATED,40404
0.12500,C3,-5.46926,0.001437,non-ictal,200,0.68,1.36,SIMULATED,40404
0.13000,C3,-6.95774,0.001043,non-ictal,200,0.68,1.36,SIMULATED,40404
0.13500,C3,-2.75703,0.002349,non-ictal,200,0.68,1.36,SIMULATED,40404
0.14000,C3,-3.79244,0.001591,non-ictal,200,0.68,1.36,SIMULATED,40404
0.14500,C3,-1.30053,0.004989,non-ictal,200,0.68,1.36,SIMULATED,40404
0.15000,C3,-0.05785,0.004989,non-ictal,200,0.68,1.36,SIMULATED,40404
0.15500,C3,4.96203,0.005365,non-ictal,200,0.68,1.36,SIMULATED,40404
0.16000,C3,7.23727,0.008344,non-ictal,200,0.68,1.36,SIMULATED,40404
0.16500,C3,9.51359,0.012996,non-ictal,200,0.68,1.36,SIMULATED,40404
0.17000,C3,10.68217,0.009597,non-ictal,200,0.68,1.36,SIMULATED,40404
0.17500,C3,9.25327,0.009597,non-ictal,200,0.68,1.36,SIMULATED,40404
0.18000,C3,9.15406,0.009222,non-ictal,200,0.68,1.36,SIMULATED,40404
0.18500,C3,-1.25616,0.004937,non-ictal,200,0.68,1.36,SIMULATED,40404
0.19000,C3,1.85309,0.003550,non-ictal,200,0.68,1.36,SIMULATED,40404
0.19500,C3,-0.46451,0.003550,non-ictal,200,0.68,1.36,SIMULATED,40404
0.20000,C3,10.11381,0.003634,non-ictal,200,0.68,1.36,SIMULATED,40404
0.20500,C3,9.89076,0.003634,non-ictal,200,0.68,1.36,SIMULATED,40404
0.21000,C3,10.74276,0.003634,non-ictal,200,0.68,1.36,SIMULATED,40404
0.21500,C3,4.20214,0.002509,non-ictal,200,0.68,1.36,SIMULATED,40404
0.22000,C3,3.82946,0.002509,non-ictal,200,0.68,1.36,SIMULATED,40404
0.22500,C3,6.62798,0.002425,non-ictal,200,0.68,1.36,SIMULATED,40404
0.23000,C3,1.73971,0.002698,non-ictal,200,0.68,1.36,SIMULATED,40404
0.23500,C3,0.68824,0.009645,non-ictal,200,0.68,1.36,SIMULATED,40404
0.24000,C3,-3.99803,0.012476,non-ictal,200,0.68,1.36,SIMULATED,40404
0.24500,C3,7.02693,0.012476,non-ictal,200,0.68,1.36,SIMULATED,40404
0.25000,C3,4.73763,0.012476,non-ictal,200,0.68,1.36,SIMULATED,40404
0.25500,C3,9.48901,0.012203,non-ictal,200,0.68,1.36,SIMULATED,40404
0.26000,C3,4.23675,0.005256,non-ictal,200,0.68,1.36,SIMULATED,40404
0.26500,C3,6.81038,0.002464,non-ictal,200,0.68,1.36,SIMULATED,40404
0.27000,C3,2.52536,0.002464,non-ictal,200,0.68,1.36,SIMULATED,40404
0.27500,C3,-2.32185,0.002464,non-ictal,200,0.68,1.36,SIMULATED,40404
0.28000,C3,-9.89242,0.002464,non-ictal,200,0.68,1.36,SIMULATED,40404
0.28500,C3,-13.38374,0.003066,non-ictal,200,0.68,1.36,SIMULATED,40404
0.29000,C3,-4.30319,0.000602,non-ictal,200,0.68,1.36,SIMULATED,40404
0.29500,C3,-0.43624,0.000602,non-ictal,200,0.68,1.36,SIMULATED,40404
0.30000,C3,2.37457,0.000602,non-ictal,200,0.68,1.36,SIMULATED,40404
0.30500,C3,-5.48749,0.002910,non-ictal,200,0.68,1.36,SIMULATED,40404
0.31000,C3,-2.31294,0.002308,non-ictal,200,0.68,1.36,SIMULATED,40404
0.31500,C3,-1.60531,0.002840,non-ictal,200,0.68,1.36,SIMULATED,40404
0.32000,C3,4.80655,0.002840,non-ictal,200,0.68,1.36,SIMULATED,40404
0.32500,C3,4.02866,0.002840,non-ictal,200,0.68,1.36,SIMULATED,40404
0.33000,C3,0.19404,0.000532,non-ictal,200,0.68,1.36,SIMULATED,40404
0.33500,C3,-1.98216,0.001054,non-ictal,200,0.68,1.36,SIMULATED,40404
0.34000,C3,-1.47859,0.003107,non-ictal,200,0.68,1.36,SIMULATED,40404
0.34500,C3,2.14345,0.003440,non-ictal,200,0.68,1.36,SIMULATED,40404
0.35000,C3,4.43333,0.008036,non-ictal,200,0.68,1.36,SIMULATED,40404
0.35500,C3,3.83073,0.008036,non-ictal,200,0.68,1.36,SIMULATED,40404
0.36000,C3,5.71573,0.008194,non-ictal,200,0.68,1.36,SIMULATED,40404
0.36500,C3,1.30276,0.005609,non-ictal,200,0.68,1.36,SIMULATED,40404
0.37000,C3,0.32109,0.005573,non-ictal,200,0.68,1.36,SIMULATED,40404
0.37500,C3,-3.24726,0.001739,non-ictal,200,0.68,1.36,SIMULATED,40404
0.38000,C3,2.31086,0.002898,non-ictal,200,0.68,1.36,SIMULATED,40404
0.38500,C3,5.90330,0.002218,non-ictal,200,0.68,1.36,SIMULATED,40404
0.39000,C3,7.12401,0.002218,non-ictal,200,0.68,1.36,SIMULATED,40404
0.39500,C3,8.29021,0.008400,non-ictal,200,0.68,1.36,SIMULATED,40404
0.40000,C3,5.46752,0.007639,non-ictal,200,0.68,1.36,SIMULATED,40404
0.40500,C3,3.14302,0.010181,non-ictal,200,0.68,1.36,SIMULATED,40404
0.41000,C3,0.32979,0.012352,non-ictal,200,0.68,1.36,SIMULATED,40404
0.41500,C3,0.13671,0.013506,non-ictal,200,0.68,1.36,SIMULATED,40404
0.42000,C3,5.43195,0.009304,non-ictal,200,0.68,1.36,SIMULATED,40404
0.42500,C3,3.16818,0.009304,non-ictal,200,0.68,1.36,SIMULATED,40404
0.43000,C3,-5.53636,0.005604,non-ictal,200,0.68,1.36,SIMULATED,40404
0.43500,C3,-5.94061,0.003716,non-ictal,200,0.68,1.36,SIMULATED,40404
0.44000,C3,-6.84153,0.002562,non-ictal,200,0.68,1.36,SIMULATED,40404
0.44500,C3,2.01186,0.000284,non-ictal,200,0.68,1.36,SIMULATED,40404
0.45000,C3,-0.45779,0.001839,non-ictal,200,0.68,1.36,SIMULATED,40404
0.45500,C3,-2.37798,0.006833,non-ictal,200,0.68,1.36,SIMULATED,40404
0.46000,C3,-5.01519,0.006549,non-ictal,200,0.68,1.36,SIMULATED,40404
0.46500,C3,-4.85236,0.006549,non-ictal,200,0.68,1.36,SIMULATED,40404
0.47000,C3,-1.59249,0.006549,non-ictal,200,0.68,1.36,SIMULATED,40404
0.47500,C3,-0.16336,0.004994,non-ictal,200,0.68,1.36,SIMULATED,40404
0.48000,C3,-4.70287,0.002981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.48500,C3,-3.30419,0.002981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.49000,C3,-3.20745,0.002981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.49500,C3,3.61974,0.002981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.50000,C3,6.55918,0.002981,non-ictal,200,0.68,1.36,SIMULATED,40404
0.50500,C3,7.87106,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
0.51000,C3,12.83234,0.003711,non-ictal,200,0.68,1.36,SIMULATED,40404
0.51500,C3,9.63044,0.003711,non-ictal,200,0.68,1.36,SIMULATED,40404
0.52000,C3,8.48464,0.003711,non-ictal,200,0.68,1.36,SIMULATED,40404
0.52500,C3,-1.72442,0.003711,non-ictal,200,0.68,1.36,SIMULATED,40404
0.53000,C3,-0.41354,0.003711,non-ictal,200,0.68,1.36,SIMULATED,40404
0.53500,C3,3.43561,0.000604,non-ictal,200,0.68,1.36,SIMULATED,40404
0.54000,C3,7.32176,0.000604,non-ictal,200,0.68,1.36,SIMULATED,40404
0.54500,C3,6.44611,0.001890,non-ictal,200,0.68,1.36,SIMULATED,40404
0.55000,C3,7.33744,0.001890,non-ictal,200,0.68,1.36,SIMULATED,40404
0.55500,C3,6.00114,0.001890,non-ictal,200,0.68,1.36,SIMULATED,40404
0.56000,C3,6.13114,0.001286,non-ictal,200,0.68,1.36,SIMULATED,40404
0.56500,C3,1.01742,0.006492,non-ictal,200,0.68,1.36,SIMULATED,40404
0.57000,C3,-0.86922,0.005206,non-ictal,200,0.68,1.36,SIMULATED,40404
0.57500,C3,-4.58500,0.007128,non-ictal,200,0.68,1.36,SIMULATED,40404
0.58000,C3,-2.36477,0.010622,non-ictal,200,0.68,1.36,SIMULATED,40404
0.58500,C3,0.01860,0.010622,non-ictal,200,0.68,1.36,SIMULATED,40404
0.59000,C3,-2.82988,0.005415,non-ictal,200,0.68,1.36,SIMULATED,40404
0.59500,C3,-5.14315,0.007621,non-ictal,200,0.68,1.36,SIMULATED,40404
0.60000,C3,-5.84836,0.007209,non-ictal,200,0.68,1.36,SIMULATED,40404
0.60500,C3,-1.66338,0.005077,non-ictal,200,0.68,1.36,SIMULATED,40404
0.61000,C3,-1.86111,0.005077,non-ictal,200,0.68,1.36,SIMULATED,40404
0.61500,C3,-3.82927,0.005077,non-ictal,200,0.68,1.36,SIMULATED,40404
0.62000,C3,-6.67458,0.002871,non-ictal,200,0.68,1.36,SIMULATED,40404
0.62500,C3,-11.67955,0.001360,non-ictal,200,0.68,1.36,SIMULATED,40404
0.63000,C3,-7.25350,0.000000,non-ictal,200,0.68,1.36,SIMULATED,40404
0.63500,C3,-4.35343,0.000434,non-ictal,200,0.68,1.36,SIMULATED,40404
0.64000,C3,-3.00812,0.001332,non-ictal,200,0.68,1.36,SIMULATED,40404
0.64500,C3,-5.95149,0.001332,non-ictal,200,0.68,1.36,SIMULATED,40404
0.65000,C3,-8.41470,0.005095,non-ictal,200,0.68,1.36,SIMULATED,40404
0.65500,C3,-8.57273,0.005095,non-ictal,200,0.68,1.36,SIMULATED,40404
0.66000,C3,-5.55582,0.004661,non-ictal,200,0.68,1.36,SIMULATED,40404
0.66500,C3,1.21325,0.004221,non-ictal,200,0.68,1.36,SIMULATED,40404
0.67000,C3,3.85248,0.004689,non-ictal,200,0.68,1.36,SIMULATED,40404
0.67500,C3,6.04820,0.009047,non-ictal,200,0.68,1.36,SIMULATED,40404
0.68000,C3,3.15353,0.023376,ictal,200,0.68,1.36,SIMULATED,40404
0.68500,C3,9.13297,0.042596,ictal,200,0.68,1.36,SIMULATED,40404
0.69000,C3,8.29995,0.069670,ictal,200,0.68,1.36,SIMULATED,40404
0.69500,C3,6.66150,0.100503,ictal,200,0.68,1.36,SIMULATED,40404
0.70000,C3,1.47753,0.128189,ictal,200,0.68,1.36,SIMULATED,40404
0.70500,C3,-1.96825,0.156119,ictal,200,0.68,1.36,SIMULATED,40404
0.71000,C3,-4.03169,0.184502,ictal,200,0.68,1.36,SIMULATED,40404
0.71500,C3,-4.92681,0.203783,ictal,200,0.68,1.36,SIMULATED,40404
0.72000,C3,-3.90344,0.228921,ictal,200,0.68,1.36,SIMULATED,40404
0.72500,C3,1.69812,0.251780,ictal,200,0.68,1.36,SIMULATED,40404
0.73000,C3,5.34653,0.270731,ictal,200,0.68,1.36,SIMULATED,40404
0.73500,C3,5.53183,0.293383,ictal,200,0.68,1.36,SIMULATED,40404
0.74000,C3,8.77045,0.316494,ictal,200,0.68,1.36,SIMULATED,40404
0.74500,C3,11.79274,0.335114,ictal,200,0.68,1.36,SIMULATED,40404
0.75000,C3,17.79489,0.358790,ictal,200,0.68,1.36,SIMULATED,40404
0.75500,C3,17.62128,0.385143,ictal,200,0.68,1.36,SIMULATED,40404
0.76000,C3,11.48357,0.411205,ictal,200,0.68,1.36,SIMULATED,40404
0.76500,C3,7.94796,0.434690,ictal,200,0.68,1.36,SIMULATED,40404
0.77000,C3,0.23690,0.468858,ictal,200,0.68,1.36,SIMULATED,40404
0.77500,C3,-2.65081,0.494229,ictal,200,0.68,1.36,SIMULATED,40404
0.78000,C3,-11.39140,0.521083,ictal,200,0.68,1.36,SIMULATED,40404
0.78500,C3,-20.32268,0.546557,ictal,200,0.68,1.36,SIMULATED,40404
0.79000,C3,-27.47398,0.588734,ictal,200,0.68,1.36,SIMULATED,40404
0.79500,C3,-32.91011,0.626399,ictal,200,0.68,1.36,SIMULATED,40404
0.80000,C3,-30.36054,0.664788,ictal,200,0.68,1.36,SIMULATED,40404
0.80500,C3,-29.65047,0.707465,ictal,200,0.68,1.36,SIMULATED,40404
0.81000,C3,-22.02608,0.748445,ictal,200,0.68,1.36,SIMULATED,40404
0.81500,C3,-10.65214,0.780605,ictal,200,0.68,1.36,SIMULATED,40404
0.82000,C3,5.96094,0.803393,ictal,200,0.68,1.36,SIMULATED,40404
0.82500,C3,20.29942,0.837564,ictal,200,0.68,1.36,SIMULATED,40404
0.83000,C3,29.28927,0.854041,ictal,200,0.68,1.36,SIMULATED,40404
0.83500,C3,34.75019,0.872595,ictal,200,0.68,1.36,SIMULATED,40404
0.84000,C3,38.78900,0.883053,ictal,200,0.68,1.36,SIMULATED,40404
0.84500,C3,43.50417,0.898812,ictal,200,0.68,1.36,SIMULATED,40404
0.85000,C3,43.32195,0.901753,ictal,200,0.68,1.36,SIMULATED,40404
0.85500,C3,33.44375,0.912343,ictal,200,0.68,1.36,SIMULATED,40404
0.86000,C3,15.88004,0.920007,ictal,200,0.68,1.36,SIMULATED,40404
0.86500,C3,-3.69765,0.928674,ictal,200,0.68,1.36,SIMULATED,40404
0.87000,C3,-17.11368,0.933921,ictal,200,0.68,1.36,SIMULATED,40404
0.87500,C3,-27.93095,0.933075,ictal,200,0.68,1.36,SIMULATED,40404
0.88000,C3,-31.58522,0.940183,ictal,200,0.68,1.36,SIMULATED,40404
0.88500,C3,-39.39943,0.940886,ictal,200,0.68,1.36,SIMULATED,40404
0.89000,C3,-35.03676,0.935018,ictal,200,0.68,1.36,SIMULATED,40404
0.89500,C3,-32.06516,0.929452,ictal,200,0.68,1.36,SIMULATED,40404
0.90000,C3,-30.74656,0.928510,ictal,200,0.68,1.36,SIMULATED,40404
0.90500,C3,-30.67236,0.913147,ictal,200,0.68,1.36,SIMULATED,40404
0.91000,C3,-16.93207,0.898975,ictal,200,0.68,1.36,SIMULATED,40404
0.91500,C3,0.27815,0.891925,ictal,200,0.68,1.36,SIMULATED,40404
0.92000,C3,16.39581,0.870573,ictal,200,0.68,1.36,SIMULATED,40404
0.92500,C3,21.69229,0.856014,ictal,200,0.68,1.36,SIMULATED,40404
0.93000,C3,26.80398,0.844411,ictal,200,0.68,1.36,SIMULATED,40404
0.93500,C3,27.17350,0.828027,ictal,200,0.68,1.36,SIMULATED,40404
0.94000,C3,30.78120,0.810955,ictal,200,0.68,1.36,SIMULATED,40404
0.94500,C3,27.69689,0.802156,ictal,200,0.68,1.36,SIMULATED,40404
0.95000,C3,18.39810,0.788472,ictal,200,0.68,1.36,SIMULATED,40404
0.95500,C3,2.41515,0.771651,ictal,200,0.68,1.36,SIMULATED,40404
0.96000,C3,-9.10655,0.760618,ictal,200,0.68,1.36,SIMULATED,40404
0.96500,C3,-19.89190,0.754816,ictal,200,0.68,1.36,SIMULATED,40404
0.97000,C3,-33.67709,0.745559,ictal,200,0.68,1.36,SIMULATED,40404
0.97500,C3,-41.18699,0.734010,ictal,200,0.68,1.36,SIMULATED,40404
0.98000,C3,-44.52583,0.735322,ictal,200,0.68,1.36,SIMULATED,40404
0.98500,C3,-38.78094,0.733639,ictal,200,0.68,1.36,SIMULATED,40404
0.99000,C3,-30.91179,0.728026,ictal,200,0.68,1.36,SIMULATED,40404
0.99500,C3,-21.93412,0.723552,ictal,200,0.68,1.36,SIMULATED,40404
1.00000,C3,-6.66375,0.726875,ictal,200,0.68,1.36,SIMULATED,40404
1.00500,C3,8.28897,0.728541,ictal,200,0.68,1.36,SIMULATED,40404
1.01000,C3,23.30552,0.737625,ictal,200,0.68,1.36,SIMULATED,40404
1.01500,C3,36.57625,0.739010,ictal,200,0.68,1.36,SIMULATED,40404
1.02000,C3,46.08820,0.760830,ictal,200,0.68,1.36,SIMULATED,40404
1.02500,C3,54.27748,0.778413,ictal,200,0.68,1.36,SIMULATED,40404
1.03000,C3,45.50853,0.793077,ictal,200,0.68,1.36,SIMULATED,40404
1.03500,C3,37.27764,0.796383,ictal,200,0.68,1.36,SIMULATED,40404
1.04000,C3,24.83737,0.814147,ictal,200,0.68,1.36,SIMULATED,40404
1.04500,C3,17.61105,0.822621,ictal,200,0.68,1.36,SIMULATED,40404
1.05000,C3,3.52887,0.832760,ictal,200,0.68,1.36,SIMULATED,40404
1.05500,C3,-5.93995,0.846166,ictal,200,0.68,1.36,SIMULATED,40404
1.06000,C3,-21.01320,0.865919,ictal,200,0.68,1.36,SIMULATED,40404
1.06500,C3,-30.90036,0.881928,ictal,200,0.68,1.36,SIMULATED,40404
1.07000,C3,-40.07239,0.886323,ictal,200,0.68,1.36,SIMULATED,40404
1.07500,C3,-42.30791,0.895292,ictal,200,0.68,1.36,SIMULATED,40404
1.08000,C3,-40.49589,0.900859,ictal,200,0.68,1.36,SIMULATED,40404
1.08500,C3,-29.79526,0.906295,ictal,200,0.68,1.36,SIMULATED,40404
1.09000,C3,-14.66759,0.915402,ictal,200,0.68,1.36,SIMULATED,40404
1.09500,C3,-1.84634,0.928446,ictal,200,0.68,1.36,SIMULATED,40404
1.10000,C3,3.79843,0.935477,ictal,200,0.68,1.36,SIMULATED,40404
1.10500,C3,14.09614,0.944280,ictal,200,0.68,1.36,SIMULATED,40404
1.11000,C3,25.30218,0.951170,ictal,200,0.68,1.36,SIMULATED,40404
1.11500,C3,27.06300,0.944395,ictal,200,0.68,1.36,SIMULATED,40404
1.12000,C3,22.64474,0.941770,ictal,200,0.68,1.36,SIMULATED,40404
1.12500,C3,15.92485,0.934592,ictal,200,0.68,1.36,SIMULATED,40404
1.13000,C3,13.14980,0.923305,ictal,200,0.68,1.36,SIMULATED,40404
1.13500,C3,7.92507,0.909660,ictal,200,0.68,1.36,SIMULATED,40404
1.14000,C3,-3.18688,0.897865,ictal,200,0.68,1.36,SIMULATED,40404
1.14500,C3,-13.47705,0.884455,ictal,200,0.68,1.36,SIMULATED,40404
1.15000,C3,-26.77503,0.872326,ictal,200,0.68,1.36,SIMULATED,40404
1.15500,C3,-37.38574,0.856411,ictal,200,0.68,1.36,SIMULATED,40404
1.16000,C3,-44.76895,0.846494,ictal,200,0.68,1.36,SIMULATED,40404
1.16500,C3,-41.61368,0.833573,ictal,200,0.68,1.36,SIMULATED,40404
1.17000,C3,-28.37921,0.817746,ictal,200,0.68,1.36,SIMULATED,40404
1.17500,C3,-17.70147,0.802636,ictal,200,0.68,1.36,SIMULATED,40404
1.18000,C3,-7.14919,0.788974,ictal,200,0.68,1.36,SIMULATED,40404
1.18500,C3,5.13149,0.767987,ictal,200,0.68,1.36,SIMULATED,40404
1.19000,C3,20.35314,0.757974,ictal,200,0.68,1.36,SIMULATED,40404
1.19500,C3,33.55151,0.746108,ictal,200,0.68,1.36,SIMULATED,40404
1.20000,C3,45.03033,0.743393,ictal,200,0.68,1.36,SIMULATED,40404
1.20500,C3,51.66488,0.733608,ictal,200,0.68,1.36,SIMULATED,40404
1.21000,C3,56.63029,0.729553,ictal,200,0.68,1.36,SIMULATED,40404
1.21500,C3,51.35013,0.716684,ictal,200,0.68,1.36,SIMULATED,40404
1.22000,C3,43.35055,0.707657,ictal,200,0.68,1.36,SIMULATED,40404
1.22500,C3,24.56368,0.684152,ictal,200,0.68,1.36,SIMULATED,40404
1.23000,C3,14.09720,0.667399,ictal,200,0.68,1.36,SIMULATED,40404
1.23500,C3,4.38401,0.650152,ictal,200,0.68,1.36,SIMULATED,40404
1.24000,C3,-2.33517,0.629690,ictal,200,0.68,1.36,SIMULATED,40404
1.24500,C3,-14.33902,0.609162,ictal,200,0.68,1.36,SIMULATED,40404
1.25000,C3,-20.81382,0.596829,ictal,200,0.68,1.36,SIMULATED,40404
1.25500,C3,-30.05915,0.577418,ictal,200,0.68,1.36,SIMULATED,40404
1.26000,C3,-27.55242,0.555045,ictal,200,0.68,1.36,SIMULATED,40404
1.26500,C3,-19.15637,0.543297,ictal,200,0.68,1.36,SIMULATED,40404
1.27000,C3,-2.83312,0.527874,ictal,200,0.68,1.36,SIMULATED,40404
1.27500,C3,2.78050,0.504655,ictal,200,0.68,1.36,SIMULATED,40404
1.28000,C3,3.24527,0.483914,ictal,200,0.68,1.36,SIMULATED,40404
1.28500,C3,6.72558,0.456502,ictal,200,0.68,1.36,SIMULATED,40404
1.29000,C3,10.14404,0.430849,ictal,200,0.68,1.36,SIMULATED,40404
1.29500,C3,11.83814,0.402194,ictal,200,0.68,1.36,SIMULATED,40404
1.30000,C3,10.83847,0.375893,ictal,200,0.68,1.36,SIMULATED,40404
1.30500,C3,6.75049,0.350019,ictal,200,0.68,1.36,SIMULATED,40404
1.31000,C3,-3.61825,0.330414,ictal,200,0.68,1.36,SIMULATED,40404
1.31500,C3,-9.80914,0.307568,ictal,200,0.68,1.36,SIMULATED,40404
1.32000,C3,-11.68844,0.275666,ictal,200,0.68,1.36,SIMULATED,40404
1.32500,C3,-9.37094,0.243389,ictal,200,0.68,1.36,SIMULATED,40404
